"geo","year","population"
"ITF31",2020,913666
"ITF31",2021,901903
"ITF31",2022,905045
"ITF31",2023,906074
"ITF31",2024,906522
"ITF31",2025,908451
"ITF32",2014,283431
"ITF32",2015,281563
"ITF32",2016,279778
"ITF32",2017,278475
"ITF32",2018,277579
"ITF32",2019,275384
"ITF32",2020,272318
"ITF32",2021,266716
"ITF32",2022,265055
"ITF32",2023,263125
"ITF32",2024,261419
"ITF32",2025,259809
"ITF33",2014,3078259
"ITF33",2015,3075600
"ITF33",2016,3071681
"ITF33",2017,3065231
"ITF33",2018,3060023
"ITF33",2019,3048194
"ITF33",2020,3034410
"ITF33",2021,2986745
"ITF33",2022,2988376
"ITF33",2023,2980338
"ITF33",2024,2970974
"ITF33",2025,2963633
"ITF34",2014,429901
"ITF34",2015,426909
"ITF34",2016,423372
"ITF34",2017,420719
"ITF34",2018,418123
"ITF34",2019,414109
"ITF34",2020,410369
"ITF34",2021,402929
"ITF34",2022,401451
"ITF34",2023,398932
"ITF34",2024,396973
"ITF34",2025,395072
"ITF35",2014,1103254
"ITF35",2015,1102188
"ITF35",2016,1098529
"ITF35",2017,1095614
"ITF35",2018,1091434
"ITF35",2019,1087055
"ITF35",2020,1081380
"ITF35",2021,1065967
"ITF35",2022,1064493
"ITF35",2023,1061067
"ITF35",2024,1058018
"ITF35",2025,1055372
"ITF4",2014,4077788
"ITF4",2015,4063269
"ITF4",2016,4043735
"ITF4",2017,4024067
"ITF4",2018,4000966
"ITF4",2019,3975528
"ITF4",2020,3953305
"ITF4",2021,3933777
"ITF4",2022,3922941
"ITF4",2023,3907683
"ITF4",2024,3890661
"ITF4",2025,3877395
"ITF43",2014,584796
"ITF43",2015,582400
"ITF43",2016,579310
"ITF43",2017,576041
"ITF43",2018,572436
"ITF43",2019,568258
"ITF43",2020,563995
"ITF43",2021,561958
"ITF43",2022,559892
"ITF43",2023,556692
"ITF43",2024,553501
"ITF43",2025,550436
"ITF44",2014,401494
"ITF44",2015,399338
"ITF44",2016,396312
"ITF44",2017,393786
"ITF44",2018,390740
"ITF44",2019,387817
"ITF44",2020,385235
"ITF44",2021,381946
"ITF44",2022,381273
"ITF44",2023,379522
"ITF44",2024,377240
"ITF44",2025,375567
"ITF45",2014,808602
"ITF45",2015,804812
"ITF45",2016,800949
"ITF45",2017,796925
"ITF45",2018,791902
"ITF45",2019,786408
"ITF45",2020,782165
"ITF45",2021,776230
"ITF45",2022,775348
"ITF45",2023,771230
"ITF45",2024,767231
"ITF45",2025,764491
"ITF46",2014,632597
"ITF46",2015,629554
"ITF46",2016,625294
"ITF46",2017,621555
"ITF46",2018,616829
"ITF46",2019,611518
"ITF46",2020,606904
"ITF46",2021,602394
"ITF46",2022,599028
"ITF46",2023,595682
"ITF46",2024,593078
"ITF46",2025,590263
"ITF47",2014,1256495
"ITF47",2015,1253461
"ITF47",2016,1249699
"ITF47",2017,1245190
"ITF47",2018,1240589
"ITF47",2019,1234997
"ITF47",2020,1230205
"ITF47",2021,1230158
"ITF47",2022,1226784
"ITF47",2023,1225048
"ITF47",2024,1221682
"ITF47",2025,1219545
"ITF48",2014,393804
"ITF48",2015,393704
"ITF48",2016,392171
"ITF48",2017,390570
"ITF48",2018,388470
"ITF48",2019,386530
"ITF48",2020,384801
"ITF48",2021,381091
"ITF48",2022,380616
"ITF48",2023,379509
"ITF48",2024,377929
"ITF48",2025,377093
"ITF5",2014,575814
"ITF5",2015,573236
"ITF5",2016,569887
"ITF5",2017,566405
"ITF5",2018,562968
"ITF5",2019,558587
"ITF5",2020,553254
"ITF5",2021,545130
"ITF5",2022,541168
"ITF5",2023,537577
"ITF5",2024,533233
"ITF5",2025,530004
"ITF51",2014,375370
"ITF51",2015,373323
"ITF51",2016,370854
"ITF51",2017,368391
"ITF51",2018,365903
"ITF51",2019,362452
"ITF51",2020,358401
"ITF51",2021,352490
"ITF51",2022,349616
"ITF51",2023,346475
"ITF51",2024,343252
"ITF51",2025,340909
"ITF52",2014,200444
"ITF52",2015,199913
"ITF52",2016,199033
"ITF52",2017,198014
"ITF52",2018,197065
"ITF52",2019,196135
"ITF52",2020,194853
"ITF52",2021,192640
"ITF52",2022,191552
"ITF52",2023,191102
"ITF52",2024,189981
"ITF52",2025,189095
"ITF6",2014,1958226
"ITF6",2015,1951733
"ITF6",2016,1943085
"ITF6",2017,1935097
"ITF6",2018,1924257
"ITF6",2019,1912021
"ITF6",2020,1894110
"ITF6",2021,1860601
"ITF6",2022,1855454
"ITF6",2023,1846610
"ITF6",2024,1838568
"ITF6",2025,1834646
"ITF61",2014,713368
"ITF61",2015,710806
"ITF61",2016,706823
"ITF61",2017,703066
"ITF61",2018,699142
"ITF61",2019,695605
"ITF61",2020,690503
"ITF61",2021,676119
"ITF61",2022,674543
"ITF61",2023,672432
"ITF61",2024,670368
"ITF61",2025,669535
"ITF62",2014,172000
"ITF62",2015,171969
"ITF62",2016,171985
"ITF62",2017,172635
"ITF62",2018,171904
"ITF62",2019,171486
"ITF62",2020,168581
"ITF62",2021,164059
"ITF62",2022,163553
"ITF62",2023,162749
"ITF62",2024,161902
"ITF62",2025,161898
"ITF63",2014,360340
"ITF63",2015,359072
"ITF63",2016,357926
"ITF63",2017,356897
"ITF63",2018,355000
"ITF63",2019,352065
"ITF63",2020,349344
"ITF63",2021,344439
"ITF63",2022,343673
"ITF63",2023,342021
"ITF63",2024,340659
"ITF63",2025,339741
"ITF64",2014,161634
"ITF64",2015,160684
"ITF64",2016,159824
"ITF64",2017,158569
"ITF64",2018,157632
"ITF64",2019,156378
"ITF64",2020,154715
"ITF64",2021,152193
"ITF64",2022,151558
"ITF64",2023,150709
"ITF64",2024,150486
"ITF64",2025,150516
"ITF65",2014,550884
"ITF65",2015,549202
"ITF65",2016,546527
"ITF65",2017,543930
"ITF65",2018,540579
"ITF65",2019,536487
"ITF65",2020,530967
"ITF65",2021,523791
"ITF65",2022,522127
"ITF65",2023,518699
"ITF65",2024,515153
"ITF65",2025,512956
"ITG",2014,6694282
"ITG",2015,6676908
"ITG",2016,6646892
"ITG",2017,6614739
"ITG",2018,6573228
"ITG",2019,6530805
"ITG",2020,6486911
"ITG",2021,6423749
"ITG",2022,6420742
"ITG",2023,6392162
"ITG",2024,6367812
"ITG",2025,6349771
"ITG1",2014,5041754
"ITG1",2015,5028266
"ITG1",2016,5004400
"ITG1",2017,4977900
"ITG1",2018,4942188
"ITG1",2019,4908548
"ITG1",2020,4875290
"ITG1",2021,4833705
"ITG1",2022,4833329
"ITG1",2023,4814016
"ITG1",2024,4797359
"ITG1",2025,4787390
"ITG11",2014,433677
"ITG11",2015,432813
"ITG11",2016,431516
"ITG11",2017,429535
"ITG11",2018,426963
"ITG11",2019,424039
"ITG11",2020,421256
"ITG11",2021,418277
"ITG11",2022,417220
"ITG11",2023,415006
"ITG11",2024,412946
"ITG11",2025,411393
"ITG12",2014,1256483
"ITG12",2015,1255334
"ITG12",2016,1250836
"ITG12",2017,1246163
"ITG12",2018,1238675
"ITG12",2019,1231602
"ITG12",2020,1222988
"ITG12",2021,1208819
"ITG12",2022,1208991
"ITG12",2023,1204189
"ITG12",2024,1200253
"ITG12",2025,1198738
"ITG13",2014,645599
"ITG13",2015,641243
"ITG13",2016,635610
"ITG13",2017,630489
"ITG13",2018,624147
"ITG13",2019,618713
"ITG13",2020,613887
"ITG13",2021,603980
"ITG13",2022,603229
"ITG13",2023,600180
"ITG13",2024,598071
"ITG13",2025,596147
"ITG14",2014,447397
"ITG14",2015,445117
"ITG14",2016,441375
"ITG14",2017,437155
"ITG14",2018,432335
"ITG14",2019,428003
"ITG14",2020,423488
"ITG14",2021,416181
"ITG14",2022,415887
"ITG14",2023,413177
"ITG14",2024,410508
"ITG14",2025,408401
"ITG15",2014,272007
"ITG15",2015,270972
"ITG15",2016,268749
"ITG15",2017,266428
"ITG15",2018,263235
"ITG15",2019,259586
"ITG15",2020,255931
"ITG15",2021,253688
"ITG15",2022,251715
"ITG15",2023,249431
"ITG15",2024,247118
"ITG15",2025,245421
"ITG16",2014,171480
"ITG16",2015,169922
"ITG16",2016,168273
"ITG16",2017,166296
"ITG16",2018,164159
"ITG16",2019,162371
"ITG16",2020,160161
"ITG16",2021,157690
"ITG16",2022,156730
"ITG16",2023,154940
"ITG16",2024,153556
"ITG16",2025,152544
"ITG17",2014,1094665
"ITG17",2015,1093911
"ITG17",2016,1091100
"ITG17",2017,1086981
"ITG17",2018,1081823
"ITG17",2019,1077270
"ITG17",2020,1072634
"ITG17",2021,1074089
"ITG17",2022,1077515
"ITG17",2023,1074434
"ITG17",2024,1071813
"ITG17",2025,1070169
"ITG18",2014,317335
"ITG18",2015,317146
"ITG18",2016,317324
"ITG18",2017,317476
"ITG18",2018,316682
"ITG18",2019,315564
"ITG18",2020,315601
"ITG18",2021,314910
"ITG18",2022,316142
"ITG18",2023,317793
"ITG18",2024,319236
"ITG18",2025,321300
"ITG19",2014,403111
"ITG19",2015,401808
"ITG19",2016,399617
"ITG19",2017,397377
"ITG19",2018,394169
"ITG19",2019,391400
"ITG19",2020,389344
"ITG19",2021,386071
"ITG19",2022,385900
"ITG19",2023,384866
"ITG19",2024,383858
"ITG19",2025,383277
"ITG2",2014,1652528
"ITG2",2015,1648642
"ITG2",2016,1642492
"ITG2",2017,1636839
"ITG2",2018,1631040
"ITG2",2019,1622257
"ITG2",2020,1611621
"ITG2",2021,1590044
"ITG2",2022,1587413
"ITG2",2023,1578146
"ITG2",2024,1570453
"ITG2",2025,1562381
"ITG25",2014,335097
"ITG25",2015,334715
"ITG25",2016,334103
"ITG25",2017,333116
"ITG25",2018,331450
"ITG25",2019,327537
"ITG25",2020,325288
"ITG26",2014,158980
"ITG26",2015,158413
"ITG26",2016,157078
"ITG26",2017,156096
"ITG26",2018,154873
"ITG26",2019,152466
"ITG26",2020,150913
"ITG27",2014,560827
"ITG27",2015,561925
"ITG27",2016,561289
"ITG27",2017,560373
"ITG27",2018,560453
"ITG27",2019,551287
"ITG27",2020,548917
"ITG28",2014,163511
"ITG28",2015,162643
"ITG28",2016,161600
"ITG28",2017,160746
"ITG28",2018,160031
"ITG28",2019,157430
"ITG28",2020,155764
"ITG29",2014,158518
"ITG29",2015,159950
"ITG29",2016,160368
"ITG29",2017,160672
"ITG29",2018,161192
"ITG29",2019,159152
"ITG29",2020,159119
"ITG2A",2014,57699
"ITG2A",2015,57642
"ITG2A",2016,57318
"ITG2A",2017,57185
"ITG2A",2018,56938
"ITG2A",2019,55897
"ITG2A",2020,55535
"ITG2B",2014,100676
"ITG2B",2015,100141
"ITG2B",2016,99320
"ITG2B",2017,98623
"ITG2B",2018,97809
"ITG2B",2019,95929
"ITG2B",2020,94988
"ITG2C",2014,128551
"ITG2C",2015,127857
"ITG2C",2016,127062
"ITG2C",2017,126324
"ITG2C",2018,125430
"ITG2C",2019,122559
"ITG2C",2020,121097
"ITG2D",2014,488789
"ITG2D",2015,488917
"ITG2D",2016,488904
"ITG2D",2017,488453
"ITG2D",2018,487509
"ITG2D",2019,486689
"ITG2D",2020,484407
"ITG2D",2021,476357
"ITG2D",2022,476516
"ITG2D",2023,474739
"ITG2D",2024,473493
"ITG2D",2025,471957
"ITG2E",2014,214391
"ITG2E",2015,213365
"ITG2E",2016,211644
"ITG2E",2017,210532
"ITG2E",2018,209100
"ITG2E",2019,207108
"ITG2E",2020,205205
"ITG2E",2021,201517
"ITG2E",2022,200376
"ITG2E",2023,198520
"ITG2E",2024,197090
"ITG2E",2025,195331
"ITG2F",2014,426740
"ITG2F",2015,426678
"ITG2F",2016,426011
"ITG2F",2017,425365
"ITG2F",2018,425206
"ITG2F",2019,424105
"ITG2F",2020,422840
"ITG2F",2021,421488
"ITG2F",2022,421688
"ITG2F",2023,420364
"ITG2F",2024,418962
"ITG2F",2025,417532
"ITG2G",2014,162007
"ITG2G",2015,161055
"ITG2G",2016,159947
"ITG2G",2017,158935
"ITG2G",2018,158197
"ITG2G",2019,156623
"ITG2G",2020,154974
"ITG2G",2021,152418
"ITG2G",2022,151655
"ITG2G",2023,150325
"ITG2G",2024,149091
"ITG2G",2025,148005
"ITG2H",2014,360601
"ITG2H",2015,358627
"ITG2H",2016,355986
"ITG2H",2017,353554
"ITG2H",2018,351028
"ITG2H",2019,347732
"ITG2H",2020,344195
"ITG2H",2021,338264
"ITG2H",2022,337178
"ITG2H",2023,334198
"ITG2H",2024,331817
"ITG2H",2025,329556
"ITH",2014,11615139
"ITH",2015,11614917
"ITH",2016,11602101
"ITH",2017,11599684
"ITH",2018,11606749
"ITH",2019,11628491
"ITH",2020,11627537
"ITH",2021,11587355
"ITH",2022,11541332
"ITH",2023,11558522
"ITH",2024,11581472
"ITH",2025,11595006
"ITH1",2014,515389
"ITH1",2015,517994
"ITH1",2016,520252
"ITH1",2017,523454
"ITH1",2018,526772
"ITH1",2019,530313
"ITH1",2020,532644
"ITH1",2021,534912
"ITH1",2022,532616
"ITH1",2023,534147
"ITH1",2024,537533
"ITH1",2025,539679
"ITH10",2014,515389
"ITH10",2015,517994
"ITH10",2016,520252
"ITH10",2017,523454
"ITH10",2018,526772
"ITH10",2019,530313
"ITH10",2020,532644
"ITH10",2021,534912
"ITH10",2022,532616
"ITH10",2023,534147
"ITH10",2024,537533
"ITH10",2025,539679
"ITH2",2014,536813
"ITH2",2015,538188
"ITH2",2016,539513
"ITH2",2017,540280
"ITH2",2018,541966
"ITH2",2019,543721
"ITH2",2020,545425
"ITH2",2021,542166
"ITH2",2022,540958
"ITH2",2023,542996
"ITH2",2024,545169
"ITH2",2025,546573
"ITH20",2014,536813
"ITH20",2015,538188
"ITH20",2016,539513
"ITH20",2017,540280
"ITH20",2018,541966
"ITH20",2019,543721
"ITH20",2020,545425
"ITH20",2021,542166
"ITH20",2022,540958
"ITH20",2023,542996
"ITH20",2024,545169
"ITH20",2025,546573
"ITH3",2014,4905712
"ITH3",2015,4902694
"ITH3",2016,4890648
"ITH3",2017,4883373
"ITH3",2018,4880936
"ITH3",2019,4884590
"ITH3",2020,4879133
"ITH3",2021,4869830
"ITH3",2022,4847745
"ITH3",2023,4849553
"ITH3",2024,4852216
"ITH3",2025,4853472
"ITH31",2014,917081
"ITH31",2015,918450
"ITH31",2016,918050
"ITH31",2017,918069
"ITH31",2018,919179
"ITH31",2019,922857
"ITH31",2020,924742
"ITH31",2021,927810
"ITH31",2022,924024
"ITH31",2023,925656
"ITH31",2024,926970
"ITH31",2025,928622
"ITH32",2014,866418
"ITH32",2015,865350
"ITH32",2016,862551
"ITH32",2017,859736
"ITH32",2018,857645
"ITH32",2019,856939
"ITH32",2020,855297
"ITH32",2021,854962
"ITH32",2022,852139
"ITH32",2023,852779
"ITH32",2024,853610
"ITH32",2025,854163
"ITH33",2014,207418
"ITH33",2015,205906
"ITH33",2016,204687
"ITH33",2017,203582
"ITH33",2018,202825
"ITH33",2019,202269
"ITH33",2020,201309
"ITH33",2021,199704
"ITH33",2022,198676
"ITH33",2023,198105
"ITH33",2024,197788
"ITH33",2025,197708
"ITH34",2014,884463
"ITH34",2015,883548
"ITH34",2016,881315
"ITH34",2017,881749
"ITH34",2018,883346
"ITH34",2019,884173
"ITH34",2020,883522
"ITH34",2021,880417
"ITH34",2022,877890
"ITH34",2023,878828
"ITH34",2024,879388
"ITH34",2025,879255
"ITH35",2014,854685
"ITH35",2015,854245
"ITH35",2016,852177
"ITH35",2017,851353
"ITH35",2018,850607
"ITH35",2019,851057
"ITH35",2020,848829
"ITH35",2021,843545
"ITH35",2022,836916
"ITH35",2023,835895
"ITH35",2024,835405
"ITH35",2025,834306
"ITH36",2014,932899
"ITH36",2015,934138
"ITH36",2016,932928
"ITH36",2017,931890
"ITH36",2018,932464
"ITH36",2019,933867
"ITH36",2020,933700
"ITH36",2021,932629
"ITH36",2022,929198
"ITH36",2023,930349
"ITH36",2024,931607
"ITH36",2025,932284
"ITH37",2014,242748
"ITH37",2015,241057
"ITH37",2016,238940
"ITH37",2017,236994
"ITH37",2018,234870
"ITH37",2019,233428
"ITH37",2020,231734
"ITH37",2021,230763
"ITH37",2022,228902
"ITH37",2023,227941
"ITH37",2024,227448
"ITH37",2025,227134
"ITH4",2014,1224984
"ITH4",2015,1221664
"ITH4",2016,1216208
"ITH4",2017,1212809
"ITH4",2018,1211155
"ITH4",2019,1210414
"ITH4",2020,1206216
"ITH4",2021,1201510
"ITH4",2022,1194647
"ITH4",2023,1194248
"ITH4",2024,1194616
"ITH4",2025,1193284
"ITH41",2014,312862
"ITH41",2015,312003
"ITH41",2016,310755
"ITH41",2017,309706
"ITH41",2018,309946
"ITH41",2019,310636
"ITH41",2020,310502
"ITH41",2021,310634
"ITH41",2022,309473
"ITH41",2023,310133
"ITH41",2024,310763
"ITH41",2025,310742
"ITH42",2014,538692
"ITH42",2015,537054
"ITH42",2016,534391
"ITH42",2017,532637
"ITH42",2018,530717
"ITH42",2019,529230
"ITH42",2020,526474
"ITH42",2021,521117
"ITH42",2022,518442
"ITH42",2023,517376
"ITH42",2024,517143
"ITH42",2025,516323
"ITH43",2014,140222
"ITH43",2015,139904
"ITH43",2016,139234
"ITH43",2017,138555
"ITH43",2018,138218
"ITH43",2019,138143
"ITH43",2020,137795
"ITH43",2021,139070
"ITH43",2022,137899
"ITH43",2023,138034
"ITH43",2024,138314
"ITH43",2025,138427
"ITH44",2014,233208
"ITH44",2015,232703
"ITH44",2016,231828
"ITH44",2017,231911
"ITH44",2018,232274
"ITH44",2019,232405
"ITH44",2020,231445
"ITH44",2021,230689
"ITH44",2022,228833
"ITH44",2023,228705
"ITH44",2024,228396
"ITH44",2025,227792
"ITH5",2014,4432241
"ITH5",2015,4434377
"ITH5",2016,4435480
"ITH5",2017,4439768
"ITH5",2018,4445920
"ITH5",2019,4459453
"ITH5",2020,4464119
"ITH5",2021,4438937
"ITH5",2022,4425366
"ITH5",2023,4437578
"ITH5",2024,4451938
"ITH5",2025,4461998
"ITH51",2014,288231
"ITH51",2015,287469
"ITH51",2016,286412
"ITH51",2017,286162
"ITH51",2018,286204
"ITH51",2019,286265
"ITH51",2020,286433
"ITH51",2021,283742
"ITH51",2022,283435
"ITH51",2023,284220
"ITH51",2024,285389
"ITH51",2025,286452
"ITH52",2014,442271
"ITH52",2015,443892
"ITH52",2016,446764
"ITH52",2017,448455
"ITH52",2018,450486
"ITH52",2019,452505
"ITH52",2020,454873
"ITH52",2021,449628
"ITH52",2022,448916
"ITH52",2023,451688
"ITH52",2024,454149
"ITH52",2025,455713
"ITH53",2014,530584
"ITH53",2015,529306
"ITH53",2016,529643
"ITH53",2017,529479
"ITH53",2018,529588
"ITH53",2019,529932
"ITH53",2020,529609
"ITH53",2021,527140
"ITH53",2022,525586
"ITH53",2023,526990
"ITH53",2024,528877
"ITH53",2025,530740
"ITH54",2014,699006
"ITH54",2015,700222
"ITH54",2016,700166
"ITH54",2017,700472
"ITH54",2018,701962
"ITH54",2019,706757
"ITH54",2020,707119
"ITH54",2021,703696
"ITH54",2022,701751
"ITH54",2023,704332
"ITH54",2024,706445
"ITH54",2025,708340
"ITH55",2014,998967
"ITH55",2015,1002098
"ITH55",2016,1005022
"ITH55",2017,1009831
"ITH55",2018,1012550
"ITH55",2019,1017551
"ITH55",2020,1021501
"ITH55",2021,1015608
"ITH55",2022,1010812
"ITH55",2023,1014124
"ITH55",2024,1017536
"ITH55",2025,1020193
"ITH56",2014,354362
"ITH56",2015,353293
"ITH56",2016,350704
"ITH56",2017,347788
"ITH56",2018,346447
"ITH56",2019,345538
"ITH56",2020,344510
"ITH56",2021,342061
"ITH56",2022,339573
"ITH56",2023,339287
"ITH56",2024,339664
"ITH56",2025,339612
"ITH57",2014,391295
"ITH57",2015,390424
"ITH57",2016,389996
"ITH57",2017,389924
"ITH57",2018,389939
"ITH57",2019,388913
"ITH57",2020,387970
"ITH57",2021,386643
"ITH57",2022,385631
"ITH57",2023,386355
"ITH57",2024,387229
"ITH57",2025,387205
"ITH58",2014,395737
"ITH58",2015,394957
"ITH58",2016,393717
"ITH58",2017,393337
"ITH58",2018,393867
"ITH58",2019,395438
"ITH58",2020,395306
"ITH58",2021,392642
"ITH58",2022,391293
"ITH58",2023,391648
"ITH58",2024,392812
"ITH58",2025,393367
"ITH59",2014,331788
"ITH59",2015,332716
"ITH59",2016,333056
"ITH59",2017,334320
"ITH59",2018,334877
"ITH59",2019,336554
"ITH59",2020,336798
"ITH59",2021,337777
"ITH59",2022,338369
"ITH59",2023,338934
"ITH59",2024,339837
"ITH59",2025,340376
"ITI",2014,11909825
"ITI",2015,11918100
"ITI",2016,11910464
"ITI",2017,11908935
"ITI",2018,11889462
"ITI",2019,11868484
"ITI",2020,11831092
"ITI",2021,11786952
"ITI",2022,11724035
"ITI",2023,11723222
"ITI",2024,11711089
"ITI",2025,11698912
"ITI1",2014,3744293
"ITI1",2015,3739044
"ITI1",2016,3726422
"ITI1",2017,3721391
"ITI1",2018,3712048
"ITI1",2019,3701343
"ITI1",2020,3692555
"ITI1",2021,3692865
"ITI1",2022,3663191
"ITI1",2023,3661981
"ITI1",2024,3660530
"ITI1",2025,3657716
"ITI11",2014,200083
"ITI11",2015,198797
"ITI11",2016,196689
"ITI11",2017,195187
"ITI11",2018,194207
"ITI11",2019,192835
"ITI11",2020,191685
"ITI11",2021,189836
"ITI11",2022,188483
"ITI11",2023,187583
"ITI11",2024,186982
"ITI11",2025,186783
"ITI12",2014,393038
"ITI12",2015,391332
"ITI12",2016,388297
"ITI12",2017,386741
"ITI12",2018,385329
"ITI12",2019,383477
"ITI12",2020,382543
"ITI12",2021,383957
"ITI12",2022,382464
"ITI12",2023,382184
"ITI12",2024,381826
"ITI12",2025,381390
"ITI13",2014,291254
"ITI13",2015,291267
"ITI13",2016,290612
"ITI13",2017,290462
"ITI13",2018,290665
"ITI13",2019,291413
"ITI13",2020,291697
"ITI13",2021,290245
"ITI13",2022,289414
"ITI13",2023,289759
"ITI13",2024,289889
"ITI13",2025,289925
"ITI14",2014,1003893
"ITI14",2015,1005814
"ITI14",2016,1005359
"ITI14",2017,1005824
"ITI14",2018,1002913
"ITI14",2019,998976
"ITI14",2020,995517
"ITI14",2021,998431
"ITI14",2022,987260
"ITI14",2023,988194
"ITI14",2024,988785
"ITI14",2025,988068
"ITI15",2014,253550
"ITI15",2015,252588
"ITI15",2016,253400
"ITI15",2017,254606
"ITI15",2018,255259
"ITI15",2019,256534
"ITI15",2020,257073
"ITI15",2021,265269
"ITI15",2022,258123
"ITI15",2023,259244
"ITI15",2024,259921
"ITI15",2025,259657
"ITI16",2014,339683
"ITI16",2015,338374
"ITI16",2016,336860
"ITI16",2017,335870
"ITI16",2018,334483
"ITI16",2019,332887
"ITI16",2020,331877
"ITI16",2021,328996
"ITI16",2022,327262
"ITI16",2023,326605
"ITI16",2024,326315
"ITI16",2025,325749
"ITI17",2014,420380
"ITI17",2015,421062
"ITI17",2016,419784
"ITI17",2017,420564
"ITI17",2018,419636
"ITI17",2019,418300
"ITI17",2020,418122
"ITI17",2021,417983
"ITI17",2022,417041
"ITI17",2023,417170
"ITI17",2024,417674
"ITI17",2025,418439
"ITI18",2014,346567
"ITI18",2015,345706
"ITI18",2016,343761
"ITI18",2017,342549
"ITI18",2018,341375
"ITI18",2019,340349
"ITI18",2020,339172
"ITI18",2021,336501
"ITI18",2022,334926
"ITI18",2023,334052
"ITI18",2024,333344
"ITI18",2025,333240
"ITI19",2014,270705
"ITI19",2015,269912
"ITI19",2016,268679
"ITI19",2017,267330
"ITI19",2018,266880
"ITI19",2019,266033
"ITI19",2020,265179
"ITI19",2021,263801
"ITI19",2022,261209
"ITI19",2023,260557
"ITI19",2024,259992
"ITI19",2025,259460
"ITI1A",2014,225140
"ITI1A",2015,224192
"ITI1A",2016,222981
"ITI1A",2017,222258
"ITI1A",2018,221301
"ITI1A",2019,220539
"ITI1A",2020,219690
"ITI1A",2021,217846
"ITI1A",2022,217009
"ITI1A",2023,216633
"ITI1A",2024,215802
"ITI1A",2025,215005
"ITI2",2014,892099
"ITI2",2015,888288
"ITI2",2016,884092
"ITI2",2017,880992
"ITI2",2018,876477
"ITI2",2019,873744
"ITI2",2020,870165
"ITI2",2021,865452
"ITI2",2022,858812
"ITI2",2023,856407
"ITI2",2024,853068
"ITI2",2025,851473
"ITI21",2014,661638
"ITI21",2015,658819
"ITI21",2016,655997
"ITI21",2017,653802
"ITI21",2018,650524
"ITI21",2019,648829
"ITI21",2020,646710
"ITI21",2021,645506
"ITI21",2022,640482
"ITI21",2023,639224
"ITI21",2024,637222
"ITI21",2025,636188
"ITI22",2014,230461
"ITI22",2015,229469
"ITI22",2016,228095
"ITI22",2017,227190
"ITI22",2018,225953
"ITI22",2019,224915
"ITI22",2020,223455
"ITI22",2021,219946
"ITI22",2022,218330
"ITI22",2023,217183
"ITI22",2024,215846
"ITI22",2025,215285
"ITI3",2014,1549478
"ITI3",2015,1545869
"ITI3",2016,1538442
"ITI3",2017,1532460
"ITI3",2018,1526331
"ITI3",2019,1520321
"ITI3",2020,1512672
"ITI3",2021,1498236
"ITI3",2022,1487150
"ITI3",2023,1484298
"ITI3",2024,1482746
"ITI3",2025,1480545
"ITI31",2014,362931
"ITI31",2015,361969
"ITI31",2016,360203
"ITI31",2017,359369
"ITI31",2018,359033
"ITI31",2019,358143
"ITI31",2020,356497
"ITI31",2021,353272
"ITI31",2022,349818
"ITI31",2023,349529
"ITI31",2024,349882
"ITI31",2025,349558
"ITI32",2014,477487
"ITI32",2015,476111
"ITI32",2016,474334
"ITI32",2017,472098
"ITI32",2018,470533
"ITI32",2019,469166
"ITI32",2020,467451
"ITI32",2021,464419
"ITI32",2022,461687
"ITI32",2023,461655
"ITI32",2024,461629
"ITI32",2025,461503
"ITI33",2014,321356
"ITI33",2015,320894
"ITI33",2016,319057
"ITI33",2017,317542
"ITI33",2018,314944
"ITI33",2019,313022
"ITI33",2020,310815
"ITI33",2021,307410
"ITI33",2022,304986
"ITI33",2023,303828
"ITI33",2024,302993
"ITI33",2025,302030
"ITI34",2014,211674
"ITI34",2015,211137
"ITI34",2016,210070
"ITI34",2017,209440
"ITI34",2018,208428
"ITI34",2019,207309
"ITI34",2020,206172
"ITI34",2021,203425
"ITI34",2022,202365
"ITI34",2023,201462
"ITI34",2024,200897
"ITI34",2025,200497
"ITI35",2014,176030
"ITI35",2015,175758
"ITI35",2016,174778
"ITI35",2017,174011
"ITI35",2018,173393
"ITI35",2019,172681
"ITI35",2020,171737
"ITI35",2021,169710
"ITI35",2022,168294
"ITI35",2023,167824
"ITI35",2024,167345
"ITI35",2025,166957
"ITI4",2014,5723955
"ITI4",2015,5744899
"ITI4",2016,5761508
"ITI4",2017,5774092
"ITI4",2018,5774606
"ITI4",2019,5773076
"ITI4",2020,5755700
"ITI4",2021,5730399
"ITI4",2022,5714882
"ITI4",2023,5720536
"ITI4",2024,5714745
"ITI4",2025,5709178
"ITI41",2014,317858
"ITI41",2015,317302
"ITI41",2016,315682
"ITI41",2017,314003
"ITI41",2018,313010
"ITI41",2019,311761
"ITI41",2020,309795
"ITI41",2021,308830
"ITI41",2022,308737
"ITI41",2023,308158
"ITI41",2024,307686
"ITI41",2025,307405
"ITI42",2014,158024
"ITI42",2015,157477
"ITI42",2016,156869
"ITI42",2017,155875
"ITI42",2018,154828
"ITI42",2019,153534
"ITI42",2020,152497
"ITI42",2021,151335
"ITI42",2022,151143
"ITI42",2023,150457
"ITI42",2024,149988
"ITI42",2025,149766
"ITI43",2014,4194085
"ITI43",2015,4216217
"ITI43",2016,4236445
"ITI43",2017,4254033
"ITI43",2018,4259443
"ITI43",2019,4263542
"ITI43",2020,4253314
"ITI43",2021,4231451
"ITI43",2022,4216874
"ITI43",2023,4227059
