"geo","year","population"
"ITI43",2024,4225409
"ITI43",2025,4222648
"ITI44",2014,560527
"ITI44",2015,562493
"ITI44",2016,563643
"ITI44",2017,563908
"ITI44",2018,564169
"ITI44",2019,563271
"ITI44",2020,562592
"ITI44",2021,566224
"ITI44",2022,567439
"ITI44",2023,566996
"ITI44",2024,566873
"ITI44",2025,566698
"ITI45",2014,493461
"ITI45",2015,491410
"ITI45",2016,488869
"ITI45",2017,486273
"ITI45",2018,483156
"ITI45",2019,480968
"ITI45",2020,477502
"ITI45",2021,472559
"ITI45",2022,470689
"ITI45",2023,467866
"ITI45",2024,464789
"ITI45",2025,462661
"LI",2014,37129
"LI",2015,37366
"LI",2016,37622
"LI",2017,37810
"LI",2018,38114
"LI",2019,38378
"LI",2020,38747
"LI",2021,39055
"LI",2022,39308
"LI",2023,39677
"LI",2024,40015
"LI",2025,40886
"LI0",2014,37129
"LI0",2015,37366
"LI0",2016,37622
"LI0",2017,37810
"LI0",2018,38114
"LI0",2019,38378
"LI0",2020,38747
"LI0",2021,39055
"LI0",2022,39308
"LI0",2023,39677
"LI0",2024,40015
"LI0",2025,40886
"LI00",2014,37129
"LI00",2015,37366
"LI00",2016,37622
"LI00",2017,37810
"LI00",2018,38114
"LI00",2019,38378
"LI00",2020,38747
"LI00",2021,39055
"LI00",2022,39308
"LI00",2023,39677
"LI00",2024,40015
"LI00",2025,40886
"LI000",2014,37129
"LI000",2015,37366
"LI000",2016,37622
"LI000",2017,37810
"LI000",2018,38114
"LI000",2019,38378
"LI000",2020,38747
"LI000",2021,39055
"LI000",2022,39308
"LI000",2023,39677
"LI000",2024,40015
"LI000",2025,40886
"LT",2014,2947862
"LT",2015,2926644
"LT",2016,2895573
"LT",2017,2859077
"LT",2018,2826200
"LT",2019,2812200
"LT",2020,2809977
"LT",2021,2810761
"LT",2022,2805998
"LT",2023,2857279
"LT",2024,2885891
"LT",2025,2890664
"LT0",2014,2947862
"LT0",2015,2926644
"LT0",2016,2895573
"LT0",2017,2859077
"LT0",2018,2826200
"LT0",2019,2812200
"LT0",2020,2809977
"LT0",2021,2810761
"LT0",2022,2805998
"LT0",2023,2857279
"LT0",2024,2885891
"LT0",2025,2890664
"LT01",2014,800631
"LT01",2015,799539
"LT01",2016,796455
"LT01",2017,795088
"LT01",2018,795134
"LT01",2019,798101
"LT01",2020,804348
"LT01",2021,810797
"LT01",2022,817950
"LT01",2023,848724
"LT01",2024,868251
"LT01",2025,876727
"LT011",2014,800631
"LT011",2015,799539
"LT011",2016,796455
"LT011",2017,795088
"LT011",2018,795134
"LT011",2019,798101
"LT011",2020,804348
"LT011",2021,810797
"LT011",2022,817950
"LT011",2023,848724
"LT011",2024,868251
"LT011",2025,876727
"LT02",2014,2147231
"LT02",2015,2127105
"LT02",2016,2099118
"LT02",2017,2063989
"LT02",2018,2031066
"LT02",2019,2014099
"LT02",2020,2005629
"LT02",2021,1999964
"LT02",2022,1988048
"LT02",2023,2008555
"LT02",2024,2017640
"LT02",2025,2013937
"LT021",2014,151648
"LT021",2015,150105
"LT021",2016,147916
"LT021",2017,145039
"LT021",2018,142179
"LT021",2019,140459
"LT021",2020,139041
"LT021",2021,137741
"LT021",2022,135703
"LT021",2023,135620
"LT021",2024,134181
"LT021",2025,132919
"LT022",2014,588618
"LT022",2015,584772
"LT022",2016,579017
"LT022",2017,572374
"LT022",2018,566447
"LT022",2019,565545
"LT022",2020,567106
"LT022",2021,569571
"LT022",2022,569566
"LT022",2023,579903
"LT022",2024,585430
"LT022",2025,587511
"LT023",2014,328931
"LT023",2015,327425
"LT023",2016,325066
"LT023",2017,321441
"LT023",2018,318624
"LT023",2019,318729
"LT023",2020,320684
"LT023",2021,322283
"LT023",2022,324263
"LT023",2023,334281
"LT023",2024,339831
"LT023",2025,343862
"LT024",2014,155001
"LT024",2015,153242
"LT024",2016,150444
"LT024",2017,147079
"LT024",2018,143567
"LT024",2019,141327
"LT024",2020,139746
"LT024",2021,138292
"LT024",2022,136429
"LT024",2023,135787
"LT024",2024,134663
"LT024",2025,133360
"LT025",2014,240206
"LT025",2015,237487
"LT025",2016,233521
"LT025",2017,228599
"LT025",2018,223753
"LT025",2019,220699
"LT025",2020,218237
"LT025",2021,216233
"LT025",2022,212714
"LT025",2023,211377
"LT025",2024,209093
"LT025",2025,207017
"LT026",2014,286925
"LT026",2015,282811
"LT026",2016,277952
"LT026",2017,272552
"LT026",2018,268546
"LT026",2019,265498
"LT026",2020,263895
"LT026",2021,262220
"LT026",2022,261145
"LT026",2023,264056
"LT026",2024,266803
"LT026",2025,266736
"LT027",2014,105356
"LT027",2015,104041
"LT027",2016,102382
"LT027",2017,100059
"LT027",2018,97565
"LT027",2019,95733
"LT027",2020,94026
"LT027",2021,92667
"LT027",2022,90893
"LT027",2023,90617
"LT027",2024,90534
"LT027",2025,89946
"LT028",2014,146688
"LT028",2015,145220
"LT028",2016,143297
"LT028",2017,140521
"LT028",2018,137417
"LT028",2019,135464
"LT028",2020,134133
"LT028",2021,133376
"LT028",2022,131691
"LT028",2023,131447
"LT028",2024,130913
"LT028",2025,129884
"LT029",2014,143858
"LT029",2015,142002
"LT029",2016,139523
"LT029",2017,136325
"LT029",2018,132968
"LT029",2019,130645
"LT029",2020,128761
"LT029",2021,127581
"LT029",2022,125644
"LT029",2023,125467
"LT029",2024,126192
"LT029",2025,122702
"LU",2014,549680
"LU",2015,562958
"LU",2016,576249
"LU",2017,590667
"LU",2018,602005
"LU",2019,613894
"LU",2020,626108
"LU",2021,634730
"LU",2022,645397
"LU",2023,660809
"LU",2024,672050
"LU",2025,681973
"LU0",2014,549680
"LU0",2015,562958
"LU0",2016,576249
"LU0",2017,590667
"LU0",2018,602005
"LU0",2019,613894
"LU0",2020,626108
"LU0",2021,634730
"LU0",2022,645397
"LU0",2023,660809
"LU0",2024,672050
"LU0",2025,681973
"LU00",2014,549680
"LU00",2015,562958
"LU00",2016,576249
"LU00",2017,590667
"LU00",2018,602005
"LU00",2019,613894
"LU00",2020,626108
"LU00",2021,634730
"LU00",2022,645397
"LU00",2023,660809
"LU00",2024,672050
"LU00",2025,681973
"LU000",2014,549680
"LU000",2015,562958
"LU000",2016,576249
"LU000",2017,590667
"LU000",2018,602005
"LU000",2019,613894
"LU000",2020,626108
"LU000",2021,634730
"LU000",2022,645397
"LU000",2023,660809
"LU000",2024,672050
"LU000",2025,681973
"LV",2014,2001468
"LV",2015,1986096
"LV",2016,1968957
"LV",2017,1950116
"LV",2018,1934379
"LV",2019,1919968
"LV",2020,1907675
"LV",2021,1893223
"LV",2022,1875757
"LV",2023,1895239
"LV",2024,1878575
"LV",2025,1860565
"LV0",2014,2001468
"LV0",2015,1986096
"LV0",2016,1968957
"LV0",2017,1950116
"LV0",2018,1934379
"LV0",2019,1919968
"LV0",2020,1907675
"LV0",2021,1893223
"LV0",2022,1875757
"LV0",2023,1895239
"LV0",2024,1878575
"LV0",2025,1860565
"LV00",2014,2001468
"LV00",2015,1986096
"LV00",2016,1968957
"LV00",2017,1950116
"LV00",2018,1934379
"LV00",2019,1919968
"LV00",2020,1907675
"LV00",2021,1893223
"LV00",2022,1875757
"LV00",2023,1895239
"LV00",2024,1878575
"LV00",2025,1860565
"LV003",2014,258034
"LV003",2015,254722
"LV003",2016,251088
"LV003",2017,246317
"LV003",2018,243032
"LV003",2019,240113
"LV003",2020,237407
"LV003",2021,236022
"LV003",2022,233229
"LV003",2023,232312
"LV005",2014,286238
"LV005",2015,281581
"LV005",2016,276538
"LV005",2017,270211
"LV005",2018,264857
"LV005",2019,260226
"LV005",2020,255968
"LV005",2021,252682
"LV005",2022,247220
"LV005",2023,247300
"LV005",2024,243396
"LV005",2025,239362
"LV006",2014,643368
"LV006",2015,641007
"LV006",2016,639630
"LV006",2017,641423
"LV006",2018,637971
"LV006",2019,632614
"LV006",2020,627487
"LV006",2021,614618
"LV006",2022,605802
"LV006",2023,609489
"LV007",2014,367038
"LV007",2015,367609
"LV007",2016,366347
"LV007",2017,364954
"LV007",2018,367266
"LV007",2019,370589
"LV007",2020,374466
"LV007",2021,378982
"LV007",2022,383723
"LV007",2023,390676
"LV008",2014,201915
"LV008",2015,199027
"LV008",2016,195998
"LV008",2017,191794
"LV008",2018,188494
"LV008",2019,186095
"LV008",2020,183938
"LV008",2021,183399
"LV008",2022,180766
"LV008",2023,180431
"LV009",2014,244875
"LV009",2015,242150
"LV009",2016,239356
"LV009",2017,235417
"LV009",2018,232759
"LV009",2019,230331
"LV009",2020,228409
"LV009",2021,227520
"LV009",2022,225017
"LV009",2023,226858
"LV009",2024,224537
"LV009",2025,221931
"LV00A",2023,860813
"LV00A",2024,855547
"LV00A",2025,850455
"LV00B",2023,280565
"LV00B",2024,278142
"LV00B",2025,274798
"LV00C",2023,279703
"LV00C",2024,276953
"LV00C",2025,274019
"ME",2014,621521
"ME",2015,622099
"ME",2016,622218
"ME",2017,622387
"ME",2018,622359
"ME",2019,622182
"ME",2020,621873
"ME",2021,620739
"ME",2022,617683
"ME",2023,616695
"ME",2024,623680
"ME",2025,623327
"ME0",2014,621521
"ME0",2015,622099
"ME0",2016,622218
"ME0",2017,622387
"ME0",2018,622359
"ME0",2019,622182
"ME0",2020,621873
"ME0",2021,620739
"ME0",2022,617683
"ME0",2023,616695
"ME0",2024,623680
"ME0",2025,623327
"ME00",2014,621521
"ME00",2015,622099
"ME00",2016,622218
"ME00",2017,622387
"ME00",2018,622359
"ME00",2019,622182
"ME00",2020,621873
"ME00",2021,620739
"ME00",2022,617683
"ME00",2023,616695
"ME00",2024,623680
"ME00",2025,623327
"ME000",2014,621521
"ME000",2015,622099
"ME000",2016,622218
"ME000",2017,622387
"ME000",2018,622359
"ME000",2019,622182
"ME000",2020,621873
"ME000",2021,620739
"ME000",2022,617683
"ME000",2023,616695
"ME000",2024,623680
"ME000",2025,623327
"MK",2014,2065769
"MK",2015,2069172
"MK",2016,2071278
"MK",2017,2073702
"MK",2018,2075301
"MK",2019,2077132
"MK",2020,2076255
"MK",2021,2068808
"MK",2022,1837114
"MK",2023,1829954
"MK",2024,1826247
"MK",2025,1822612
"MK0",2014,2065410
"MK0",2015,2068864
"MK0",2016,2070998
"MK0",2017,2073483
"MK0",2018,2075108
"MK0",2019,2076953
"MK0",2020,2076087
"MK0",2021,2068658
"MK0",2022,1837114
"MK0",2023,1829954
"MK0",2024,1826247
"MK0",2025,1822612
"MK00",2014,2065410
"MK00",2015,2068864
"MK00",2016,2070998
"MK00",2017,2073483
"MK00",2018,2075108
"MK00",2019,2076953
"MK00",2020,2076087
"MK00",2021,2068658
"MK00",2022,1837114
"MK00",2023,1829954
"MK00",2024,1826247
"MK00",2025,1822612
"MK001",2014,153414
"MK001",2015,153268
"MK001",2016,152915
"MK001",2017,152569
"MK001",2018,152247
"MK001",2019,152020
"MK001",2020,151490
"MK001",2021,150319
"MK001",2022,138835
"MK001",2023,137645
"MK001",2024,136948
"MK001",2025,136145
"MK002",2014,177982
"MK002",2015,177408
"MK002",2016,176876
"MK002",2017,176261
"MK002",2018,175615
"MK002",2019,174876
"MK002",2020,173803
"MK002",2021,172276
"MK002",2022,150155
"MK002",2023,148671
"MK002",2024,147474
"MK002",2025,146395
"MK003",2014,220182
"MK003",2015,220049
"MK003",2016,219704
"MK003",2017,219729
"MK003",2018,219654
"MK003",2019,219571
"MK003",2020,219172
"MK003",2021,218107
"MK003",2022,177682
"MK003",2023,176610
"MK003",2024,176120
"MK003",2025,175743
"MK004",2014,173435
"MK004",2015,173537
"MK004",2016,173519
"MK004",2017,173517
"MK004",2018,173380
"MK004",2019,173304
"MK004",2020,172801
"MK004",2021,171818
"MK004",2022,148522
"MK004",2023,147272
"MK004",2024,146592
"MK004",2025,145850
"MK005",2014,232089
"MK005",2015,231483
"MK005",2016,230757
"MK005",2017,229993
"MK005",2018,228970
"MK005",2019,227912
"MK005",2020,226832
"MK005",2021,224667
"MK005",2022,210502
"MK005",2023,208552
"MK005",2024,207463
"MK005",2025,206400
"MK006",2014,318341
"MK006",2015,319436
"MK006",2016,320215
"MK006",2017,320765
"MK006",2018,321525
"MK006",2019,322298
"MK006",2020,322840
"MK006",2021,322143
"MK006",2022,252114
"MK006",2023,251922
"MK006",2024,251993
"MK006",2025,252077
"MK007",2014,175799
"MK007",2015,176115
"MK007",2016,176173
"MK007",2017,176127
"MK007",2018,176219
"MK007",2019,176155
"MK007",2020,175932
"MK007",2021,175130
"MK007",2022,153120
"MK007",2023,152405
"MK007",2024,152177
"MK007",2025,151869
"MK008",2014,614168
"MK008",2015,617568
"MK008",2016,620839
"MK008",2017,624522
"MK008",2018,627498
"MK008",2019,630817
"MK008",2020,633217
"MK008",2021,634198
"MK008",2022,606184
"MK008",2023,606877
"MK008",2024,607480
"MK008",2025,608133
"MKX",2014,359
"MKX",2015,308
"MKX",2016,280
"MKX",2017,219
"MKX",2018,193
"MKX",2019,179
"MKX",2020,168
"MKXX",2014,359
"MKXX",2015,308
"MKXX",2016,280
"MKXX",2017,219
"MKXX",2018,193
"MKXX",2019,179
"MKXX",2020,168
"MKXXX",2014,359
"MKXXX",2015,308
"MKXXX",2016,280
"MKXXX",2017,219
"MKXXX",2018,193
"MKXXX",2019,179
"MKXXX",2020,168
"MT",2014,428156
"MT",2015,438805
"MT",2016,449635
"MT",2017,459375
"MT",2018,474837
"MT",2019,492968
"MT",2020,514855
"MT",2021,516125
"MT",2022,520174
"MT",2023,542051
"MT",2024,563443
"MT",2025,574250
"MT0",2014,428156
"MT0",2015,438805
"MT0",2016,449635
"MT0",2017,459375
"MT0",2018,474837
"MT0",2019,492968
"MT0",2020,514855
"MT0",2021,516125
"MT0",2022,520174
"MT0",2023,542051
"MT0",2024,563443
"MT0",2025,574250
"MT00",2014,428156
"MT00",2015,438805
"MT00",2016,449635
"MT00",2017,459375
"MT00",2018,474837
"MT00",2019,492968
"MT00",2020,514855
"MT00",2021,516125
"MT00",2022,520174
"MT00",2023,542051
"MT00",2024,563443
"MT00",2025,574250
"MT001",2014,396318
"MT001",2015,406375
"MT001",2016,416719
"MT001",2017,425832
"MT001",2018,440264
"MT001",2019,457072
"MT001",2020,477023
"MT001",2021,477718
"MT001",2022,480907
"MT001",2023,501860
"MT001",2024,522517
"MT001",2025,532997
"MT002",2014,31838
"MT002",2015,32430
"MT002",2016,32916
"MT002",2017,33543
"MT002",2018,34573
"MT002",2019,35896
"MT002",2020,37832
"MT002",2021,38407
"MT002",2022,39267
"MT002",2023,40191
"MT002",2024,40926
"MT002",2025,41253
"NL",2014,16829289
"NL",2015,16900726
"NL",2016,16979120
"NL",2017,17081507
"NL",2018,17181084
"NL",2019,17282163
"NL",2020,17407585
"NL",2021,17475415
"NL",2022,17590672
"NL",2023,17811291
"NL",2024,17942942
"NL",2025,18044027
"NL1",2014,1718033
"NL1",2015,1718775
"NL1",2016,1718390
"NL1",2017,1722247
"NL1",2018,1722312
"NL1",2019,1723829
"NL1",2020,1729505
"NL1",2021,1733143
"NL1",2022,1741932
"NL1",2023,1757677
"NL1",2024,1767380
"NL1",2025,1773584
"NL11",2014,582728
"NL11",2015,583942
"NL11",2016,583721
"NL11",2017,583581
"NL11",2018,582944
"NL11",2019,583990
"NL11",2020,585866
"NL11",2021,586937
"NL11",2022,590170
"NL11",2023,596075
"NL11",2024,601347
"NL11",2025,602833
"NL111",2014,148944
"NL111",2015,148966
"NL111",2016,148583
"NL111",2017,147393
"NL111",2018,146785
"NL111",2019,146803
"NL111",2020,147193
"NL111",2021,135839
"NL111",2022,136605
"NL111",2023,137736
"NL112",2014,47958
"NL112",2015,47560
"NL112",2016,47111
"NL112",2017,46850
"NL112",2018,46396
"NL112",2019,46051
"NL112",2020,45857
"NL112",2021,45587
"NL112",2022,45389
"NL112",2023,45394
"NL112",2024,45106
"NL112",2025,44795
"NL113",2014,385826
"NL113",2015,387416
"NL113",2016,388027
"NL113",2017,389338
"NL113",2018,389763
"NL113",2019,391136
"NL113",2020,392816
"NL113",2021,405511
"NL113",2022,408176
"NL113",2023,412945
"NL114",2014,136686
"NL114",2015,136769
"NL114",2016,136350
"NL114",2017,135231
"NL114",2018,134770
"NL114",2019,134822
"NL114",2020,135208
"NL114",2021,135839
"NL114",2022,136605
"NL114",2023,137736
"NL114",2024,137920
"NL114",2025,139191
"NL115",2014,398084
"NL115",2015,399613
"NL115",2016,400260
"NL115",2017,401500
"NL115",2018,401778
"NL115",2019,403117
"NL115",2020,404801
"NL115",2021,405511
"NL115",2022,408176
"NL115",2023,412945
"NL115",2024,418321
"NL115",2025,418847
"NL12",2014,646317
"NL12",2015,646257
"NL12",2016,646040
"NL12",2017,646874
"NL12",2018,647268
"NL12",2019,647672
"NL12",2020,649957
"NL12",2021,651435
"NL12",2022,654019
"NL12",2023,659551
"NL12",2024,661904
"NL12",2025,664222
"NL124",2014,324368
"NL124",2015,324103
"NL124",2016,324077
"NL124",2017,324367
"NL124",2018,324251
"NL124",2019,324653
"NL124",2020,326040
"NL124",2021,321562
"NL124",2022,323359
"NL124",2023,326583
"NL125",2014,135594
"NL125",2015,135377
"NL125",2016,135313
"NL125",2017,135743
"NL125",2018,136004
"NL125",2019,135764
"NL125",2020,136158
"NL125",2021,141777
"NL125",2022,141897
"NL125",2023,142875
"NL126",2014,186355
"NL126",2015,186777
"NL126",2016,186650
"NL126",2017,186764
"NL126",2018,187013
"NL126",2019,187255
"NL126",2020,187759
"NL126",2021,188096
"NL126",2022,188763
"NL126",2023,190093
"NL126",2024,190818
"NL126",2025,191480
"NL127",2014,318861
"NL127",2015,318629
"NL127",2016,318632
"NL127",2017,318964
"NL127",2018,318919
"NL127",2019,319277
"NL127",2020,320647
"NL127",2021,321562
"NL127",2022,323359
"NL127",2023,326583
"NL127",2024,328736
"NL127",2025,329973
"NL128",2014,141101
"NL128",2015,140851
"NL128",2016,140758
"NL128",2017,141146
"NL128",2018,141336
"NL128",2019,141140
"NL128",2020,141551
"NL128",2021,141777
"NL128",2022,141897
"NL128",2023,142875
"NL128",2024,142350
"NL128",2025,142769
"NL13",2014,488988
"NL13",2015,488576
"NL13",2016,488629
"NL13",2017,491792
"NL13",2018,492100
"NL13",2019,492167
"NL13",2020,493682
"NL13",2021,494771
"NL13",2022,497743
"NL13",2023,502051
"NL13",2024,504129
"NL13",2025,506529
"NL131",2014,189493
"NL131",2015,189359
"NL131",2016,189597
"NL131",2017,192497
"NL131",2018,192102
"NL131",2019,191515
"NL131",2020,192369
"NL131",2021,192808
"NL131",2022,193706
"NL131",2023,195308
"NL131",2024,196060
"NL131",2025,197110
"NL132",2014,169448
"NL132",2015,168812
"NL132",2016,168336
"NL132",2017,168131
"NL132",2018,167842
"NL132",2019,167968
"NL132",2020,167904
"NL132",2021,167939
"NL132",2022,169054
"NL132",2023,170384
"NL132",2024,171085
"NL132",2025,171587
"NL133",2014,130047
"NL133",2015,130405
"NL133",2016,130696
"NL133",2017,131164
"NL133",2018,132156
"NL133",2019,132684
"NL133",2020,133409
"NL133",2021,134024
"NL133",2022,134983
"NL133",2023,136359
"NL133",2024,136984
"NL133",2025,137832
"NL2",2014,3559282
"NL2",2015,3569021
"NL2",2016,3583699
"NL2",2017,3603406
"NL2",2018,3623274
"NL2",2019,3644949
"NL2",2020,3671379
"NL2",2021,3691362
"NL2",2022,3717153
"NL2",2023,3762742
"NL2",2024,3788930
"NL2",2025,3813542
"NL21",2014,1139694
"NL21",2015,1140652
"NL21",2016,1144280
"NL21",2017,1147687
"NL21",2018,1151501
"NL21",2019,1156431
"NL21",2020,1162406
"NL21",2021,1166533
"NL21",2022,1171910
"NL21",2023,1184333
"NL21",2024,1189033
"NL21",2025,1195789
"NL211",2014,360744
"NL211",2015,361694
"NL211",2016,364300
"NL211",2017,366319
"NL211",2018,368819
"NL211",2019,371608
"NL211",2020,374659
"NL211",2021,377292
"NL211",2022,379911
"NL211",2023,385473
"NL211",2024,387623
"NL211",2025,390259
"NL212",2014,152608
"NL212",2015,152982
"NL212",2016,153455
"NL212",2017,154159
"NL212",2018,154834
"NL212",2019,155539
"NL212",2020,156683
"NL212",2021,157508
"NL212",2022,158082
"NL212",2023,159963
"NL212",2024,160604
"NL212",2025,161927
"NL213",2014,626342
"NL213",2015,625976
"NL213",2016,626525
"NL213",2017,627209
"NL213",2018,627848
"NL213",2019,629284
"NL213",2020,631064
"NL213",2021,631733
"NL213",2022,633917
"NL213",2023,638897
"NL213",2024,640806
"NL213",2025,643603
"NL22",2014,2019692
"NL22",2015,2026578
"NL22",2016,2035351
"NL22",2017,2047901
"NL22",2018,2060103
"NL22",2019,2071972
"NL22",2020,2085952
"NL22",2021,2096603
"NL22",2022,2110472
"NL22",2023,2133708
"NL22",2024,2149071
"NL22",2025,2161358
"NL221",2014,664067
"NL221",2015,667946
"NL221",2016,672027
"NL221",2017,677662
"NL221",2018,683240
"NL221",2019,688799
"NL221",2020,695500
"NL221",2021,700975
"NL221",2022,706888
"NL221",2023,715792
"NL221",2024,722493
"NL221",2025,726891
"NL224",2014,237076
"NL224",2015,237548
"NL224",2016,238305
"NL224",2017,239890
"NL224",2018,241244
"NL224",2019,244052
"NL224",2020,246565
"NL224",2021,248674
"NL224",2022,250968
"NL224",2023,254660
"NL224",2024,255655
"NL224",2025,257163
"NL225",2014,399707
"NL225",2015,398772
"NL225",2016,399260
"NL225",2017,399921
"NL225",2018,400416
"NL225",2019,400685
"NL225",2020,401193
"NL225",2021,402239
"NL225",2022,403396
"NL225",2023,406261
"NL225",2024,406785
"NL225",2025,407957
"NL226",2014,718842
"NL226",2015,722312
"NL226",2016,725759
"NL226",2017,730428
"NL226",2018,735203
"NL226",2019,738436
"NL226",2020,742694
"NL226",2021,744715
"NL226",2022,749220
"NL226",2023,756995
"NL226",2024,764138
"NL226",2025,769347
"NL23",2014,399896
"NL23",2015,401791
"NL23",2016,404068
"NL23",2017,407818
"NL23",2018,411670
"NL23",2019,416546
"NL23",2020,423021
"NL23",2021,428226
"NL23",2022,434771
"NL23",2023,444701
"NL23",2024,450826
"NL23",2025,456395
"NL230",2014,399896
"NL230",2015,401791
"NL230",2016,404068
"NL230",2017,407818
"NL230",2018,411670
"NL230",2019,416546
"NL230",2020,423021
"NL230",2021,428226
"NL230",2022,434771
"NL230",2023,444701
"NL230",2024,450826
"NL230",2025,456395
"NL3",2014,7952694
"NL3",2015,8006238
"NL3",2016,8062022
"NL3",2017,8125777
"NL3",2018,8190014
"NL3",2019,8252442
"NL3",2020,8326545
"NL3",2021,8361089
"NL3",2022,8420411
"NL3",2023,8536295
"NL3",2024,8608638
"NL3",2025,8657526
"NL31",2014,1253672
"NL31",2015,1263572
"NL31",2016,1273613
"NL31",2017,1284504
"NL31",2018,1295484
"NL31",2019,1306912
"NL31",2020,1319231
"NL31",2021,1361153
"NL31",2022,1369873
"NL31",2023,1387643
"NL310",2014,1253672
"NL310",2015,1263572
"NL310",2016,1273613
"NL310",2017,1284504
"NL310",2018,1295484
"NL310",2019,1306912
"NL310",2020,1319231
"NL310",2021,1361153
"NL310",2022,1369873
"NL310",2023,1387643
"NL32",2014,2741369
"NL32",2015,2761929
"NL32",2016,2784854
"NL32",2017,2809483
"NL32",2018,2831182
"NL32",2019,2853359
"NL32",2020,2879527
"NL32",2021,2888486
"NL32",2022,2909827
"NL32",2023,2952622
"NL32",2024,2976487
"NL32",2025,2992016
"NL321",2014,371616
"NL321",2015,372095
"NL321",2016,372606
"NL321",2017,373266
"NL321",2018,374461
"NL321",2019,375659
"NL321",2020,377769
"NL321",2021,379304
"NL321",2022,381066
"NL321",2023,385743
"NL321",2024,386554
"NL321",2025,388726
"NL323",2014,193923
"NL323",2015,194138
"NL323",2016,195029
"NL323",2017,196180
"NL323",2018,197182
"NL323",2019,197988
"NL323",2020,199108
"NL323",2021,199389
"NL323",2022,199581
"NL323",2023,200749
"NL323",2024,201325
"NL323",2025,202491
"NL324",2014,225680
"NL324",2015,227647
"NL324",2016,229572
"NL324",2017,231555
"NL324",2018,232834
"NL324",2019,235141
"NL324",2020,237094
"NL324",2021,230734
"NL324",2022,231294
"NL324",2023,234638
"NL325",2014,166375
"NL325",2015,167158
"NL325",2016,168130
"NL325",2017,169499
"NL325",2018,170860
"NL325",2019,172214
"NL325",2020,173064
"NL325",2021,173234
"NL325",2022,173547
"NL325",2023,176230
"NL325",2024,177941
"NL325",2025,179249
"NL327",2014,226937
"NL327",2015,228149
"NL327",2016,229752
"NL327",2017,231941
"NL327",2018,233827
"NL327",2019,235636
"NL327",2020,237337
"NL327",2021,238664
"NL327",2022,239898
"NL327",2023,243799
"NL327",2024,244766
"NL327",2025,245683
"NL328",2014,239811
"NL328",2015,240505
"NL328",2016,241621
"NL328",2017,243632
"NL328",2018,245196
"NL328",2019,246730
"NL328",2020,248993
"NL328",2021,250477
"NL328",2022,252618
"NL328",2023,255276
"NL328",2024,256624
"NL328",2025,257706
"NL329",2014,1305307
"NL329",2015,1313889
"NL329",2016,1329572
"NL329",2017,1344659
"NL329",2018,1357675
"NL329",2019,1370657
"NL329",2020,1386424
"NL329",2021,1396239
"NL329",2022,1411057
"NL329",2023,1456187
"NL32A",2014,220145
"NL32A",2015,222073
"NL32A",2016,223994
"NL32A",2017,225890
"NL32A",2018,226967
"NL32A",2019,228972
